18665.338676191885,-4772.790269187441,-12192.211532416022,-12504.339996924904,-2750.3123543276606,-18423.365240805844,-12369.857127072759,-13355.7560711603,0.0,0.0
-192187.52143158173,94565.67781242088,207306.27979276117,193062.97814747976,55856.2110697164,170832.41602152833,140182.28632139933,157696.57023805735,0.0,0.004
-334375.91066089895,188091.1404863096,398570.44189008675,373369.3044810139,115370.02740828753,334738.40939232806,280598.76554460824,308593.529449354,0.0,0.008
-356791.9392999466,273360.99686117965,540160.352525115,509316.76794143184,179511.50916776867,456103.1597646625,399159.2921140678,425376.7388220574,0.0,0.012
-240868.29470210164,351684.38460844726,622520.2162879879,592413.693334584,253896.48416139465,530406.4498770606,490250.3930053394,503708.08995315904,0.0,0.016
-7990.868540364931,425139.85678675113,649580.124675627,625926.3070980083,341260.10742419545,564728.6557959582,552702.0421829704,548087.0050691937,0.0,0.02
285933.4412775899,492671.80217638053,635830.7494267196,622040.4628487411,436491.54451485234,571923.8219307879,588563.6200917163,567525.8977369083,0.0,0.024
569056.4709954865,548337.2607836983,599754.3665608838,596049.440121654,525714.9631847654,563307.9686567917,600887.7393841898,570126.3730690316,0.0,0.028
778122.4659495509,582928.8041836385,556455.6882866591,560136.256445226,590643.5732807693,543708.5951216593,591693.7675412736,559359.394533629,0.0,0.032
877893.2213109467,587736.0860988672,512826.2247362288,519547.8279057249,615667.8111624585,511065.52914424037,561224.7002438497,533638.2754210738,0.0,0.036
867501.7063067426,558143.6714062111,467188.3204813564,472656.2210145071,593672.6281671755,460072.1637141732,508891.7638174794,488889.74139455176,0.0,0.04
773327.4201009349,495501.7635272817,413047.8400117243,414422.36597766256,528042.5799451096,387339.007688238,435363.61620664265,422442.00230612484,0.0,0.044
634407.1531102303,407055.68018904515,344690.6620699439,341222.87931965594,430880.9307682039,295216.86371224007,344603.7922860389,336210.1216955985,0.0,0.048
488017.7802768376,304413.29181887157,261725.35379042695,254528.737549297,319030.22481456597,192502.33509170276,244596.82920255736,237698.08265849762,0.0,0.052
360457.25672283216,201009.99470730216,170440.25677419078,161653.34653363595,209558.755923881,91925.41203634522,146103.1507821802,138370.59528708825,0.0,0.056
264221.1022227716,109060.16378595914,81590.93445830065,73372.92674828424,115892.03138972839,5818.276026474772,59827.365310638976,50146.91510181865,0.0,0.06
