-19736.83,61526.19,61526.19,61526.19,55602.37,61526.19,48046.91,60549.08,0.0,0.0
-115033.2,209008.4,244376.6,239647.9,182823.1,244614.7,184178.2,229354.4,0.0,0.004
-301705.1,313424.3,470001.0,450238.9,255561.9,452334.8,344898.3,411811.6,0.0,0.008
-470375.1,335617.5,641377.7,605880.1,236295.5,571299.4,470510.1,522868.8,0.0,0.012
-428874.3,371299.7,727207.1,689574.0,241414.9,611814.3,557323.6,576050.8,0.0,0.016
-111472.0,448321.4,725454.5,698655.9,334390.3,614448.6,608194.5,597764.2,0.0,0.02
315331.1,543440.9,677654.9,666649.9,478480.8,606441.4,632356.8,608210.8,0.0,0.024
655339.2,633972.7,635905.3,638245.4,617720.2,613718.2,644341.3,624536.6,0.0,0.028
819273.1,675244.3,609395.0,617198.9,692862.7,624387.6,642014.8,633453.3,0.0,0.032
823904.1,645639.8,576808.8,583705.8,675377.4,601715.5,613324.3,608030.9,0.0,0.036000000000000004
762200.2,591013.4,535300.7,539518.3,615829.1,541762.1,562809.5,555256.6,0.0,0.04
692156.0,547867.4,492256.4,492891.6,563560.9,465046.8,497465.0,493776.0,0.0,0.044
595279.6,484453.3,432230.3,427909.7,494757.9,375994.6,411512.9,415935.9,0.0,0.048
457539.2,370050.0,336876.4,327891.0,375968.6,261339.9,299678.4,305678.7,0.0,0.052000000000000005
321833.2,239165.6,219002.4,209140.4,240246.8,136495.3,180871.8,181784.5,0.0,0.056
233629.1,145733.6,116283.8,109949.8,146854.7,47489.14,89778.58,88321.29,0.0,0.06
182361.3,92454.71,51100.7,48273.26,99028.55,6932.427,36993.29,38136.37,0.0,0.064
134810.4,46948.66,11064.74,8739.742,57141.76,-18837.55,2774.209,4414.266,0.0,0.068
94389.27,5713.829,-20499.73,-23019.64,14426.48,-49256.28,-25886.83,-28062.1,0.0,0.07200000000000001
82520.11,-9395.532,-40337.41,-41267.88,-2043.559,-66039.06,-41051.35,-45131.77,0.0,0.076
86913.6,-4201.067,-44568.55,-43827.65,5397.476,-60880.14,-41397.18,-42868.23,0.0,0.08
76582.9,-9600.234,-46472.33,-46168.91,1904.552,-58182.38,-43589.05,-43321.25,0.0,0.084
52384.32,-31023.73,-58182.08,-58932.88,-21204.9,-73486.58,-56712.55,-58683.66,0.0,0.088
39446.88,-44901.12,-72772.45,-72887.99,-36996.43,-89091.34,-69572.34,-73490.57,0.0,0.092
39910.91,-44159.57,-79471.2,-78208.64,-34992.65,-89319.05,-73149.68,-75511.02,0.0,0.096
32438.55,-48050.97,-82535.95,-81279.04,-36994.52,-87240.15,-75659.5,-76286.53,0.0,0.1
13008.02,-64446.08,-91221.09,-90798.12,-54200.24,-97540.21,-85389.27,-87288.64,0.0,0.10400000000000001
132.008,-77234.41,-102611.2,-101937.5,-68681.09,-110309.8,-95849.63,-99540.64,0.0,0.108
-151.467,-77506.96,-108233.5,-106474.2,-68415.83,-111577.5,-98962.38,-101921.5,0.0,0.112
-3124.928,-77969.56,-109496.2,-107507.2,-67333.17,-108227.1,-99353.49,-100800.3,0.0,0.116
-16122.78,-87874.97,-113863.3,-112502.2,-77532.95,-113132.2,-104606.3,-106552.1,0.0,0.12
-27166.79,-97790.51,-121272.7,-119947.9,-88862.09,-122129.7,-111858.9,-115199.0,0.0,0.124
-28531.58,-98927.39,-125626.8,-123554.5,-89996.84,-123982.7,-114479.2,-117646.2,0.0,0.128
-29386.78,-98109.43,-126251.4,-123842.5,-88070.51,-120886.9,-114120.0,-116163.5,0.0,0.132
-37529.91,-103475.4,-128101.1,-126081.3,-93408.84,-122463.5,-116544.8,-118606.3,0.0,0.136
-46458.23,-110557.4,-132461.8,-130607.3,-101545.3,-128122.9,-121170.6,-124158.9,0.0,0.14
-48866.54,-112303.4,-135615.4,-133317.4,-103601.5,-130037.2,-123291.6,-126420.4,0.0,0.14400000000000002
-49052.0,-111378.2,-136046.9,-133416.6,-102021.6,-127755.4,-122808.4,-125253.6,0.0,0.148
-53578.69,-113647.5,-136424.4,-133981.1,-104135.3,-127413.2,-123446.3,-125681.7,0.0,0.152
-60052.28,-117902.8,-138352.5,-136101.4,-109083.6,-130147.4,-125801.4,-128504.2,0.0,0.156
-62974.17,-119658.5,-140180.1,-137731.3,-111253.2,-131490.7,-127162.2,-130090.0,0.0,0.16
-63314.46,-119173.4,-140489.0,-137785.0,-110492.2,-130064.1,-126742.8,-129375.7,0.0,0.164
-65431.72,-119610.9,-140140.8,-137471.8,-110786.3,-128886.6,-126392.5,-128787.9,0.0,0.168
-69455.27,-121346.7,-140294.9,-137767.2,-112919.4,-129326.3,-126954.9,-129448.8,0.0,0.17200000000000001
-72293.63,-122550.7,-140785.8,-138225.7,-114506.5,-129671.7,-127398.0,-130048.4,0.0,0.176
-73146.26,-122617.9,-140880.0,-138178.2,-114583.4,-128868.9,-127039.5,-129688.0,0.0,0.18
-73900.98,-122219.2,-140272.1,-137514.4,-114150.3,-127599.9,-126278.9,-128796.1,0.0,0.184
-75747.77,-121957.7,-139265.5,-136560.9,-114081.9,-126470.5,-125569.6,-127934.4,0.0,0.188
-77980.24,-122216.2,-138526.4,-135881.0,-114610.1,-125631.8,-125052.4,-127408.2,0.0,0.192
-79355.04,-122672.7,-138253.7,-135594.7,-115251.5,-125084.8,-124626.5,-127148.9,0.0,0.196
-79559.5,-122123.5,-137619.3,-134882.5,-114820.4,-124121.3,-123790.0,-126354.9,0.0,0.2
-79685.94,-120476.5,-135971.7,-133199.2,-113260.7,-122102.8,-122277.1,-124570.8,0.0,0.20400000000000001
-80948.5,-119593.9,-134204.8,-131517.7,-112501.1,-120098.5,-120847.5,-122935.9,0.0,0.20800000000000002
-82634.18,-120137.3,-133428.6,-130836.1,-113296.3,-119427.8,-120187.0,-122487.5,0.0,0.212
-82841.59,-119831.6,-132839.2,-130190.7,-113260.5,-118903.0,-119441.6,-121962.8,0.0,0.216
-81796.95,-117412.7,-130957.0,-128196.4,-110911.0,-116583.1,-117546.6,-119789.9,0.0,0.22
-81924.89,-115392.7,-128428.6,-125727.1,-108875.9,-113610.6,-115358.8,-117219.8,0.0,0.224
-83598.95,-115683.2,-127058.3,-124527.5,-109396.8,-112503.4,-114311.0,-116334.4,0.0,0.228
-84087.08,-115748.7,-126453.3,-123924.5,-109849.0,-112340.2,-113663.2,-116054.0,0.0,0.232
-82397.83,-113079.4,-124588.5,-121908.8,-107298.2,-110141.3,-111689.7,-113886.1,0.0,0.23600000000000002
-81406.05,-110084.7,-121572.7,-118908.7,-104194.4,-106504.2,-108958.1,-110653.9,0.0,0.24
-82742.22,-109836.2,-119590.1,-117145.8,-104107.9,-104776.8,-107445.9,-109194.7,0.0,0.244
