-20016.630,61526.190,61526.190,59783.450,61526.190,61526.190,49368.400,61526.190,0.000
-121091.300,243988.200,244614.700,232864.700,244614.700,244614.700,185289.200,244614.700,0.000
-318284.800,444062.900,470218.000,437681.500,471058.200,447853.400,330982.100,462724.600,0.000
-505811.600,565692.100,640791.300,588524.800,643291.600,553496.700,424076.800,612181.600,0.000
-498886.800,633393.900,726064.400,670230.700,729156.800,578395.100,478648.000,679705.500,0.000
-202601.600,653662.900,724410.700,683545.700,726762.700,574652.400,518546.800,680207.100,0.000
239080.100,641657.900,676959.600,659260.600,678132.200,574311.900,562447.200,648835.400,0.000
612655.900,636465.400,635736.200,637329.500,635703.400,597488.800,611115.300,627220.300,0.000
810893.100,629270.600,609619.300,620252.800,608955.200,623033.400,640670.700,615787.700,0.000
838866.800,594470.400,577044.300,588224.300,576464.900,609003.300,628321.800,586172.800,0.000
785811.500,546365.700,536161.800,547699.900,529811.700,554232.500,585947.700,528407.600,0.000
719329.500,504824.300,495276.700,511749.300,472190.000,485180.800,534403.300,451590.800,0.000
628788.800,446741.500,437640.300,459365.100,396715.400,404630.400,464385.300,359592.100,0.000
496939.400,345615.500,343508.300,366827.500,293439.100,293917.700,359875.100,246448.000,0.000
359375.900,222161.600,225522.700,248416.100,176090.000,166604.900,237401.400,127450.300,0.000
262365.500,122512.900,121436.500,143315.700,80309.090,71501.520,136528.000,40636.180,0.000
204493.100,62054.650,54126.980,73508.760,23367.780,25703.950,74755.730,-3075.080,0.000
155854.500,19225.540,12125.610,27889.900,-11503.980,-3233.600,34554.770,-30487.450,0.000
113975.800,-17689.830,-20713.070,-7292.943,-40700.940,-36414.040,993.886,-58388.710,0.000
97639.810,-36264.510,-41116.120,-27975.270,-58181.880,-55741.260,-18326.310,-73646.660,0.000
99694.620,-35621.480,-45292.840,-32322.460,-59549.120,-51341.640,-20284.560,-70376.760,0.000
91532.480,-37670.660,-46762.530,-35097.660,-59773.120,-47872.450,-22026.500,-68598.920,0.000
68931.350,-53159.710,-58037.220,-47564.100,-71034.510,-63058.700,-35504.730,-81344.940,0.000
53725.090,-67549.610,-72381.060,-61964.730,-84505.230,-79793.940,-50324.260,-94700.210,0.000
51892.670,-70468.200,-78903.550,-68485.210,-88982.910,-80789.140,-55405.670,-95804.880,0.000
45408.910,-72929.190,-81748.520,-72310.230,-90372.290,-78436.210,-58047.450,-94814.970,0.000
27297.080,-84635.880,-90260.890,-81961.640,-98546.740,-88731.160,-68198.700,-103612.700,0.000
12851.610,-96821.250,-101606.800,-93592.260,-109217.800,-102490.700,-80355.790,-114469.400,0.000
10347.160,-99893.090,-107210.200,-99199.280,-113206.300,-104651.100,-85060.200,-116085.000,0.000
7605.804,-100140.600,-108368.400,-101004.700,-113054.400,-101285.800,-85827.480,-113770.900,0.000
-4255.539,-106560.500,-112609.600,-106158.600,-116978.400,-106096.900,-91271.820,-117904.800,0.000
-16128.240,-115120.400,-119975.900,-113884.600,-123990.600,-115741.000,-99669.820,-125349.400,0.000
-19315.960,-117949.000,-124327.500,-118267.700,-127208.100,-118386.300,-103682.500,-127103.700,0.000
-20425.020,-117483.000,-124891.900,-119241.200,-126663.400,-115446.000,-103866.900,-124778.600,0.000
-27760.640,-120524.400,-126647.300,-121684.100,-128074.400,-116936.300,-106420.100,-126060.700,0.000
